AT,V,AP,RH
28.54,72.99,1007.42,67.87
8.19,41.66,1016.57,75.38
25.76,73.5,1011.44,81.36
20.88,56.85,1010.91,84.28
22.83,59.43,1005.51,83.93
6.14,40.62,1015.71,86.51
9.05,40.67,1015.57,75.48
7.94,40.6,1015.3,92.14
5.95,37.8,1022.03,67.97
17.45,49.64,1026.4,66.67
10.72,40.81,1016.51,80.26
28.62,69.71,1009.67,62.12
10.78,41.93,1015.56,95.71
17.18,63.09,1020.67,93.58
20.08,63.09,1019.0,77.06
26.88,73.56,1004.85,94.36
15.75,39.0,1015.91,69.58
34.18,67.9,1005.87,30.34
15.62,58.59,1013.91,97.6
14.51,53.82,1016.46,62.75
7.95,37.49,1009.32,80.8
15.86,43.5,1021.22,75.38
29.15,69.48,1008.68,55.78
10.48,40.0,1021.35,88.52
18.68,52.84,1004.65,88.27
19.59,66.54,1012.73,85.84
26.4,48.41,1008.51,66.95
16.85,50.9,1013.26,83.94
8.12,43.02,1013.56,85.26
12.67,41.16,1016.92,92.8
16.51,51.86,1022.37,81.18
6.71,40.72,1022.78,80.69
28.57,65.27,1013.27,51.11
13.42,41.23,994.17,95.79
9.68,39.96,1026.09,99.28
15.99,49.21,1015.17,76.4
19.25,43.43,1012.01,73.26
11.79,45.09,1013.16,89.17
12.08,40.75,1015.84,86.9
14.49,42.86,1013.94,88.2
16.09,44.71,1017.86,42.74
17.32,43.7,1015.13,61.66
29.12,66.56,1006.9,49.79
20.27,56.65,1020.75,67.12
22.05,48.14,1015.81,69.94
27.22,66.48,1004.59,52.66
10.27,40.64,1020.63,84.6
26.2,72.24,1011.3,78.29
25.36,74.99,1002.21,65.96
26.43,51.43,1006.3,71.48
30.2,70.02,1009.85,63.39
24.84,59.22,1013.18,83.08
24.89,66.49,1010.15,65.65
26.8,68.31,1011.04,61.48
23.95,73.67,1007.32,87.67
22.61,49.3,1003.51,83.02
21.96,48.6,1004.87,76.27
29.56,74.22,1007.45,57.46
27.0,69.34,1008.88,74.4
26.71,66.25,1008.11,79.28
8.01,41.66,1014.49,76.72
24.49,70.79,1005.51,88.65
28.88,54.89,1007.16,46.6
28.63,66.56,1005.88,64.73
15.49,39.0,1016.01,71.31
22.96,68.61,1011.15,76.62
9.52,39.61,1021.18,73.78
16.53,53.29,1018.64,87.47
31.24,68.3,1015.89,42.84
19.08,41.1,1001.96,62.77
7.45,43.13,1019.31,86.32
11.64,41.44,1016.4,73.18
26.52,71.64,1008.27,75.3
14.41,42.77,1019.84,82.54
9.16,42.44,1014.43,93.67
20.31,69.94,1009.7,86.53
8.57,41.17,1020.18,72.47
14.57,42.18,1015.13,74.89
15.47,43.13,1015.11,50.5
9.0,39.18,1024.38,84.91
33.63,77.54,1009.82,58.04
6.06,43.65,1014.36,83.94
20.68,63.86,1015.73,74.36
22.79,44.57,1007.31,69.36
21.94,56.85,1011.01,77.72
22.53,70.98,1005.48,93.95
22.95,70.98,1005.36,93.76
11.36,38.25,1013.22,86.16
28.16,61.47,1009.19,62.53
17.07,41.35,1005.88,83.43
16.44,53.82,1015.4,63.16
12.51,41.92,1031.21,64.66
22.35,63.47,1013.21,82.52
4.84,38.5,1011.96,81.62
11.16,40.05,1014.95,88.38
29.22,60.23,1009.73,61.5
23.59,58.62,1017.81,66.68
29.78,65.74,1012.13,44.96
10.98,37.5,1011.12,97.51
14.4,42.18,1015.47,77.7
30.86,70.32,1011.88,62.68
16.37,39.64,1009.19,76.92
21.17,58.16,1017.16,68.11
22.47,48.6,1002.33,63.23
29.54,72.29,1011.0,42.0
29.59,74.78,1009.45,55.75
15.78,43.99,1022.19,83.7
22.1,68.63,1015.19,59.05
14.5,44.47,1028.2,66.95
31.35,71.32,1005.99,62.35
26.03,69.68,1011.61,60.75
7.94,43.65,1018.75,59.45
30.44,68.84,1010.97,55.34
25.09,69.68,1012.18,91.33
24.33,46.93,1013.61,53.02
24.7,50.23,1016.23,62.03
9.25,41.82,1033.25,74.73
19.8,57.25,1010.84,88.9
23.49,49.3,1003.35,77.96
23.83,50.32,1008.41,72.23
21.19,52.3,1008.24,79.19
20.37,44.58,1016.77,66.22
19.78,63.09,1019.01,78.39
16.23,43.52,1020.13,76.3
30.36,71.8,1010.9,63.27
18.21,41.85,1014.67,56.86
13.84,41.26,1020.92,74.74
29.12,67.32,1014.21,48.8
28.16,71.94,1007.69,68.17
7.41,40.81,1026.15,88.96
14.82,44.2,1018.98,72.8
11.75,42.32,1015.28,77.25
27.52,69.68,1011.67,56.94
30.1,66.25,1009.38,65.41
19.46,56.89,1014.02,84.95
24.78,50.16,1004.56,70.22
27.29,62.66,1007.63,58.02
24.82,59.27,1012.76,72.34
9.82,39.96,1024.72,97.69
14.02,43.34,1016.06,85.8
11.2,37.5,1013.81,72.81
30.9,70.8,1008.48,67.48
28.87,57.19,1008.09,64.29
25.8,71.58,1010.08,85.14
3.74,35.19,1018.58,98.84
25.99,49.82,1015.95,58.56
21.37,57.76,1018.8,70.12
10.55,41.55,1005.02,63.24
28.44,67.07,1006.08,50.42
31.92,75.33,1001.81,61.97
16.18,50.88,1014.06,100.09
15.17,49.15,1021.91,91.73
22.1,68.12,1012.71,79.77
24.56,51.86,1014.43,68.85
32.37,67.83,1008.32,57.39
32.06,69.88,1006.88,63.53
31.8,69.05,1000.77,49.82
26.05,65.59,1012.78,67.03
18.2,49.39,1018.83,96.3
22.76,44.05,1006.95,74.07
13.42,40.78,1025.03,77.51
14.11,45.08,1023.27,83.22
23.58,58.82,1009.68,81.38
9.15,44.03,1012.45,81.67
9.63,40.27,1009.96,81.03
29.01,68.08,1010.74,52.51
27.19,64.27,1013.06,58.13
23.38,54.42,1013.95,73.02
21.95,60.95,1015.22,75.09
3.38,39.64,1011.0,81.22
12.36,41.74,1020.58,69.24
26.75,58.33,1013.55,45.47
9.96,42.03,1017.78,82.39
24.99,51.43,1006.95,79.63
26.55,73.67,1005.74,79.41
18.26,49.64,1024.92,62.82
26.65,74.67,1015.73,77.32
13.97,41.16,1020.88,74.88
10.36,37.83,1005.87,98.56
21.03,59.8,1015.86,76.63
10.7,36.18,1018.16,63.15
28.36,69.88,1007.75,84.17
8.07,43.69,1017.05,87.34
22.08,69.94,1008.41,72.86
24.97,54.2,1012.68,74.25
10.01,41.17,1018.78,86.84
5.11,39.4,1012.16,92.14
12.52,42.34,1018.67,95.29
14.04,44.21,1021.93,86.12
23.48,70.79,1006.7,88.57
27.77,51.43,1006.58,69.01
23.35,63.47,1011.78,84.24
13.24,54.3,1017.05,81.99
13.64,34.03,1018.32,62.2
9.05,40.0,1015.48,80.91
25.67,74.78,1010.24,68.87
14.02,41.78,1011.26,48.62
16.48,41.35,1005.61,89.07
30.93,73.42,1010.98,56.42
19.02,50.66,1013.04,85.25
22.44,63.86,1020.0,64.83
16.98,53.16,1013.95,82.8
28.37,68.12,1012.41,45.87
26.49,78.92,1010.82,83.42
28.14,51.43,1012.16,52.67
13.94,41.26,1021.67,74.4
29.64,67.79,1009.99,51.23
23.69,63.77,1013.39,79.5
22.97,72.24,1011.15,95.85
8.62,39.54,1011.64,82.86
21.78,68.28,1001.0,79.3
32.9,68.51,1012.95,50.09
19.8,51.19,1008.25,91.98
20.1,58.95,1018.46,80.87
10.94,39.04,1021.81,86.02
23.18,59.04,1011.44,79.28
16.84,45.01,1016.14,75.74
10.89,40.81,1025.82,81.18
30.52,70.04,1010.62,54.47
19.69,56.65,1020.86,73.41
14.91,39.28,1014.57,75.23
19.5,65.12,1015.53,73.87
24.04,59.43,1007.6,76.98
18.02,49.78,1003.86,100.09
31.85,69.04,1008.35,46.09
8.27,40.69,1020.13,86.1
24.14,62.66,1007.33,73.27
19.21,60.07,1014.94,70.02
19.47,43.43,1011.66,69.93
21.89,63.94,1019.55,55.09
14.8,44.21,1021.59,89.24
12.11,41.17,1019.46,62.59
31.59,58.9,1003.39,47.6
28.59,80.18,1011.36,89.18
22.75,57.76,1017.83,66.54
32.38,67.17,1006.97,60.04
18.23,58.96,1015.55,69.61
17.79,45.01,1015.71,67.13
31.33,65.18,1011.97,36.62
11.74,40.6,1013.91,90.57
25.0,69.71,1009.23,80.92
33.67,80.18,1010.83,60.87
27.39,66.93,1017.16,53.75
31.99,53.53,1004.98,53.53
24.66,66.49,1010.83,70.06
11.77,39.39,1012.9,85.8
13.86,50.59,1019.2,97.22
24.43,61.25,1011.66,85.24
27.23,71.77,1006.59,77.94
17.93,44.63,1003.54,87.41
22.49,61.27,1019.6,57.1
24.35,70.04,1010.92,73.88
29.17,67.45,1014.1,46.85
30.66,70.98,1007.6,72.08
11.44,40.55,1023.37,88.43
25.35,72.99,1007.65,84.09
23.94,51.95,1008.18,71.87
5.97,40.35,1012.3,94.1
6.48,40.27,1010.55,82.12
9.19,42.44,1014.38,94.24
20.85,59.21,1012.9,75.97
21.96,58.79,1012.1,88.74
26.56,56.57,1013.73,63.9
14.47,42.86,1031.55,66.73
13.14,43.71,1024.47,87.42
22.26,60.77,1018.26,85.94
31.24,71.98,1004.66,57.17
7.69,36.24,1013.08,88.37
13.87,41.74,1021.42,64.02
28.35,70.32,1009.22,47.13
29.72,74.78,1009.32,55.25
20.61,63.86,1015.43,73.86
15.79,38.28,1014.4,74.84
29.81,73.67,1005.6,60.91
20.35,67.45,1015.14,69.22
22.64,70.98,1005.71,95.65
17.94,37.2,1012.64,68.11
18.66,56.53,1020.13,80.04
29.13,70.72,1009.61,67.49
14.93,42.44,1012.65,86.8
29.48,59.27,1010.99,51.23
20.7,58.16,1016.73,68.19
10.06,39.61,1018.22,70.22
15.17,54.3,1017.38,72.11
26.94,65.61,1014.31,49.73
13.55,40.71,1019.13,75.44
20.12,69.45,1013.23,88.48
14.54,41.16,1000.0,81.34
17.66,60.08,1017.22,86.96
29.04,76.09,1007.52,75.44
8.26,44.71,1020.85,68.82
28.06,70.04,1009.89,66.07
19.65,63.91,1009.26,99.08
21.29,59.04,1012.49,84.23
31.01,71.37,1003.4,55.06
15.62,38.28,1014.5,77.01
15.47,48.98,1016.42,89.85
26.1,74.16,1009.42,85.4
18.56,67.71,1004.77,85.28
23.68,59.27,1010.75,83.82
6.1,39.33,1010.4,95.34
31.25,69.51,1010.25,36.83
15.5,44.92,1024.16,86.44
11.02,38.28,1013.51,95.66
11.92,40.62,1016.66,55.25
15.46,37.64,1014.57,87.53
19.11,58.95,1017.07,85.49
7.67,41.66,1016.25,77.0
18.51,58.46,1017.21,88.1
17.29,44.06,1016.24,77.56
16.84,39.63,1004.67,82.98
34.14,74.34,1000.19,43.56
33.43,69.88,1006.86,44.84
6.25,40.02,1032.14,80.22
35.2,73.56,1006.56,45.72
8.13,71.14,1018.94,86.7
23.48,49.16,1002.7,70.22
22.91,61.86,1012.8,92.69
11.56,41.62,1012.5,91.42
13.43,43.69,1016.21,73.01
14.72,43.34,1013.07,85.61
22.43,55.97,1008.97,85.98
15.47,38.73,1001.13,77.61
24.02,70.94,1008.0,79.55
28.12,58.33,1013.61,39.67
15.56,41.1,1003.55,76.92
22.27,50.05,1007.1,89.34
28.73,68.24,1008.31,56.85
13.41,45.0,1021.65,45.24
24.8,61.02,1009.86,71.75
15.98,41.48,1017.0,55.73
14.44,40.8,1025.05,56.59
24.05,72.24,1011.32,88.94
25.69,72.43,1006.86,86.38
13.2,41.78,1010.49,64.96
14.6,39.31,1011.11,72.52
14.47,42.99,1009.78,91.15
21.4,59.21,1017.84,78.01
25.18,62.96,1020.04,59.08
26.51,67.25,1017.85,64.17
17.32,44.34,1019.52,56.24
15.64,38.28,1014.39,76.93
26.26,63.73,1010.45,70.61
25.6,58.46,1016.34,66.6
13.49,41.78,1010.66,63.34
19.55,56.53,1020.2,78.1
26.65,63.78,1015.32,53.95
8.06,39.96,1024.23,94.48
12.83,41.5,1013.12,86.07
31.44,79.74,1006.95,56.99
9.89,40.64,1020.59,98.35
13.3,50.59,1019.38,92.96
25.09,71.58,1010.17,86.01
26.96,72.86,1004.86,59.17
5.53,35.79,1013.48,94.19
28.9,71.94,1007.29,64.77
14.57,25.88,1008.92,69.16
20.6,60.08,1017.84,75.92
11.39,40.27,1009.04,73.13
14.15,39.28,1013.5,77.63
27.83,59.57,1011.22,71.05
26.62,65.12,1016.0,43.24
9.47,40.81,1026.44,91.87
6.14,38.5,1012.4,75.35
29.12,51.43,1005.93,60.66
22.99,68.67,1006.65,77.62
8.86,40.23,1017.57,90.47
7.96,38.91,1016.35,89.17
27.04,69.98,1008.5,75.41
18.21,62.26,1011.97,87.28
27.91,64.79,1017.7,48.29
23.61,63.94,1012.9,87.06
21.24,50.32,1008.54,84.83
30.28,67.22,1014.39,53.32
10.6,40.22,1011.37,85.81
9.63,41.14,1027.99,87.89
27.71,69.51,1009.65,58.38
26.59,69.13,1009.27,73.96
20.8,69.45,1013.7,82.48
14.39,44.21,1019.77,85.7
10.95,39.22,1015.69,62.3
24.49,65.46,1015.77,44.95
8.19,40.69,1019.86,85.23
32.69,72.86,1003.57,56.84
17.98,53.29,1018.29,83.46
12.38,43.52,1022.98,100.0
28.18,67.17,1006.84,75.55
30.39,66.54,1002.7,59.15
8.51,42.32,1015.08,84.89
21.17,58.46,1017.71,83.98
10.24,39.28,1010.13,81.61
28.09,63.31,1013.01,52.6
12.22,40.71,1021.25,80.83
6.1,43.65,1018.07,75.85
16.66,36.71,1013.68,70.66
16.97,42.86,1013.92,74.8
8.33,39.72,1020.24,82.84
30.91,69.75,1010.23,59.36
6.99,40.07,1014.83,54.36
24.21,70.98,1007.02,95.57
25.96,68.08,1011.34,71.57
23.77,59.21,1011.97,80.08
25.33,48.6,1002.54,68.45
7.7,40.72,1022.81,81.97
21.58,67.25,1017.39,79.0
9.75,40.81,1026.0,84.44
4.11,38.44,1015.9,81.79
21.36,52.3,1007.95,79.38
8.4,38.5,1013.67,69.13
14.81,44.88,1019.1,66.7
14.43,45.08,1023.23,83.98
25.28,72.39,1002.28,89.43
14.81,40.71,1018.54,73.0
26.92,67.25,1017.74,61.68
20.74,49.69,1010.91,69.1
23.78,58.86,1015.7,62.95
22.11,59.44,1012.82,84.67
27.11,66.49,1013.71,39.28
20.86,39.72,1001.73,56.38
28.52,57.82,1004.81,57.82
28.04,70.32,1011.28,78.16
27.71,69.13,1001.63,51.45
11.04,39.96,1025.75,94.44
28.14,43.21,1011.82,69.32
27.43,64.96,999.72,67.94
12.71,43.8,1023.15,71.16
28.13,68.12,1012.6,44.71
27.47,69.98,1008.53,58.72
12.14,44.85,1014.36,60.04
9.04,40.11,1023.3,76.32
24.1,68.08,1012.73,65.24
20.19,44.57,1009.2,72.13
15.61,40.89,1010.48,80.26
9.88,37.83,1005.68,97.61
30.47,68.24,1009.55,64.98
17.33,53.16,1013.77,82.77
21.17,64.15,1021.25,62.38
25.25,62.91,1012.51,62.64
25.35,74.33,1015.29,77.84
8.51,39.96,1026.34,96.1
19.78,44.71,1015.7,29.43
9.51,39.22,1015.3,72.41
12.67,42.86,1014.06,89.9
14.65,44.84,1023.39,87.76
29.35,54.2,1013.07,42.45
28.01,64.69,1007.61,58.45
10.35,38.38,1020.77,74.55
13.48,40.73,1017.59,94.81
15.14,41.93,1020.95,61.26
10.52,41.78,1013.54,71.52
18.9,58.46,1016.74,87.65
28.97,64.44,1014.55,54.67
10.11,41.62,1017.17,97.82
10.47,44.21,1017.87,85.34
30.72,71.58,1009.98,50.39
20.61,44.63,1008.54,77.54
21.3,41.1,1001.86,42.75
10.77,41.46,1021.42,87.18
11.82,41.17,1019.5,55.74
16.96,63.31,1016.42,77.09
24.27,68.28,1005.43,67.63
5.45,39.04,1020.07,77.05
26.52,77.17,1008.71,92.32
28.04,69.14,1007.16,80.38
19.69,59.14,1015.99,70.33
29.53,64.44,1013.22,59.75
31.26,70.36,1006.49,60.47
10.74,43.67,1011.75,80.1
21.96,51.43,1007.28,89.96
32.51,69.98,1013.29,54.07
19.98,49.15,1021.56,63.89
12.36,48.04,1012.8,93.59
6.61,36.24,1013.57,91.8
10.95,40.22,1010.04,78.96
33.61,69.88,1007.4,42.51
17.53,44.9,1020.5,71.1
30.2,71.85,1008.25,59.1
30.24,73.9,1006.74,56.39
18.84,40.79,1005.18,92.46
14.43,44.84,1024.34,84.0
24.67,68.14,1004.96,58.15
19.91,51.19,1008.0,90.23
20.77,43.77,1010.76,63.12
15.25,52.9,1014.86,76.87
22.86,58.96,1014.03,54.96
28.46,69.75,1009.46,79.75
24.84,56.89,1012.15,67.24
24.15,64.63,1020.72,58.06
14.32,71.14,1019.87,79.15
6.06,41.17,1019.67,84.7
31.39,69.59,1008.28,62.86
15.48,53.82,1016.1,64.77
24.67,49.5,1013.62,59.42
27.2,77.95,1009.48,78.53
21.14,67.71,1006.38,56.78
10.17,41.46,1019.34,83.04
10.35,44.2,1018.46,88.6
28.84,74.67,1016.52,67.43
23.19,45.61,1013.18,73.46
32.42,75.08,1004.82,41.62
32.37,68.67,1005.45,47.98
16.69,50.9,1013.21,84.98
27.32,76.09,1007.77,74.64
14.41,46.18,1016.25,88.88
29.2,70.79,1004.8,63.74
7.98,39.61,1018.57,77.04
6.81,37.49,1010.74,88.25
30.54,67.45,1014.37,32.97
11.94,44.2,1017.97,82.93
23.32,66.48,1003.92,72.25
28.42,73.5,1011.23,72.79
11.7,43.41,1016.08,62.27
14.26,43.34,1017.24,81.54
13.79,45.08,1023.3,83.59
19.18,50.12,1005.99,100.09
26.11,69.84,1002.57,84.99
23.82,44.89,1009.39,74.69
7.64,41.17,1020.01,75.14
26.98,70.94,1007.99,68.16
18.16,43.96,1012.78,78.33
10.59,42.49,1009.59,77.36
17.0,49.78,1005.32,100.1
19.13,40.79,1004.47,91.7
24.87,65.75,1006.45,65.75
11.02,41.17,1018.18,86.86
21.03,70.02,1010.21,95.69
20.31,49.69,1011.57,69.03
12.81,44.34,1015.55,90.37
19.08,44.63,1020.14,43.36
4.32,35.47,1017.8,88.51
18.28,45.0,1022.47,43.03
3.95,38.44,1016.75,79.65
8.02,40.23,1017.42,90.26
14.07,40.78,1024.67,72.66
12.73,40.27,1005.68,68.77
13.55,40.1,1014.57,81.48
14.93,43.02,1012.11,45.56
27.44,65.59,1010.76,68.67
16.98,43.7,1015.07,53.51
32.29,64.96,1002.13,42.61
12.66,40.35,1011.37,82.77
14.78,41.17,1016.42,67.42
25.82,72.39,1003.4,86.33
4.96,40.07,1011.8,67.38
17.68,44.92,1024.55,69.7
21.75,60.27,1018.55,87.81
7.0,38.5,1014.09,81.32
19.58,52.9,1017.46,64.64
18.87,60.07,1015.15,70.91
21.5,50.32,1008.65,81.68
6.43,39.61,1017.51,83.8
16.3,38.73,1001.79,73.45
27.67,59.14,1016.51,61.2
14.64,39.58,1011.46,71.9
27.57,70.36,1007.18,71.1
10.08,40.72,1022.7,67.3
29.04,70.72,1009.55,66.58
23.24,63.76,1010.1,79.16
31.02,69.51,1011.16,47.64
10.68,38.38,1020.79,72.33
21.01,58.96,1014.33,61.8
13.51,43.41,1015.94,75.22
22.16,58.82,1009.61,87.16
9.27,40.22,1008.1,89.24
26.84,70.36,1007.41,71.47
23.14,51.19,1009.56,77.2
31.53,70.94,1007.11,50.04
18.53,48.98,1014.24,74.29
25.02,60.77,1016.71,69.85
24.26,67.69,1008.48,66.74
11.44,34.03,1018.57,74.06
18.8,44.78,1009.65,46.0
30.3,73.9,1006.72,55.13
29.08,52.84,1006.14,40.09
29.11,74.9,1003.31,74.01
31.2,68.24,1005.71,34.84
10.56,39.13,1010.19,87.12
22.25,51.86,1013.08,83.64
31.87,68.67,1005.64,48.85
27.92,68.3,1015.02,51.04
9.03,40.71,1025.98,81.94
16.34,41.48,1015.92,48.24
16.98,44.85,1015.48,51.77
10.22,39.16,1015.71,96.2
14.29,46.18,1017.01,87.29
7.0,41.55,1001.43,97.12
24.47,57.85,1013.05,66.34
24.86,65.34,1012.99,60.33
12.48,39.85,1012.93,60.23
10.09,41.01,1019.89,96.55
10.12,41.55,1005.78,62.34
12.12,40.0,1018.72,84.42
27.92,63.07,1010.75,45.26
32.32,67.9,1006.08,37.93
24.65,71.98,1006.46,91.11
15.74,43.71,1024.7,78.38
11.95,41.48,1013.44,74.83
26.91,74.99,1005.64,78.98
34.66,74.33,1012.0,32.19
8.73,41.92,1029.41,89.72
22.66,68.3,1017.73,86.92
26.43,77.17,1008.67,92.59
8.34,40.77,1010.84,90.01
20.61,48.78,1020.8,85.05
22.99,46.21,1010.71,60.11
30.63,53.3,1004.91,53.3
27.39,69.14,1008.82,78.35
12.28,40.55,1005.72,98.56
8.54,38.08,1019.75,71.24
33.7,68.27,1007.16,50.41
24.51,51.95,1005.57,63.53
16.37,39.99,1007.05,80.61
14.21,39.16,1016.5,85.09
21.09,50.9,1012.42,69.09
31.05,62.7,1009.35,55.27
20.37,52.05,1012.34,62.57
31.74,72.58,1007.26,59.58
33.3,68.14,1003.02,53.43
22.3,67.25,1017.33,75.85
26.33,60.06,1005.86,41.57
13.92,39.85,1012.64,68.03
23.94,63.21,1013.52,83.12
27.95,73.5,1010.42,58.01
12.81,44.58,1016.49,80.76
9.86,43.56,1015.13,74.89
9.06,39.66,1019.64,76.98
9.46,41.4,1026.78,87.58
23.82,73.67,1007.26,88.16
17.85,53.16,1013.05,82.72
17.79,44.9,1020.5,69.72
13.91,39.35,1014.69,75.51
21.39,52.3,1009.52,88.67
19.44,59.21,1018.5,88.35
27.44,52.3,1008.15,58.92
15.12,48.92,1011.8,72.93
26.6,63.07,1011.97,61.3
9.41,34.69,1027.02,78.91
21.91,48.7,1006.89,83.97
11.77,41.06,1021.45,76.63
30.2,69.59,1008.9,67.32
20.56,43.79,1015.85,45.7
11.37,39.16,1016.54,87.05
22.35,66.44,1011.19,65.41
13.53,42.03,1017.52,84.02
6.49,43.65,1020.41,72.78
22.19,48.78,1017.84,76.01
13.91,40.24,1017.03,85.93
17.12,48.6,1007.38,79.15
12.43,43.22,1008.93,77.42
31.92,69.13,1000.77,58.91
31.38,72.29,1008.73,73.27
6.93,43.13,1018.61,88.31
10.59,41.54,1019.94,73.88
25.21,59.21,1013.19,62.85
20.36,66.05,1015.86,87.19
26.53,63.87,1017.38,48.53
18.67,47.83,1005.12,82.97
11.54,45.51,1017.19,83.02
28.88,66.56,1006.26,59.15
25.1,69.89,1015.42,85.81
22.3,50.78,1008.85,81.27
25.97,70.32,1007.48,57.01
19.48,63.09,1019.28,78.04
5.49,38.5,1012.18,79.33
17.5,42.44,1012.55,76.85
12.32,41.62,1012.88,88.88
9.17,40.67,1019.03,66.21
32.57,65.74,1011.03,46.27
29.09,47.93,1003.05,48.13
32.06,71.85,1007.9,56.44
25.68,70.17,1001.38,85.89
22.53,60.95,1015.12,75.1
24.68,48.06,1013.83,54.97
7.16,38.56,1019.17,70.1
27.21,66.49,1013.57,40.11
18.62,59.15,1012.85,82.54
15.11,45.01,1014.35,65.03
24.26,68.14,1005.09,59.49
25.64,70.72,1010.16,84.0
10.41,36.71,1022.02,84.56
33.75,64.96,1002.54,39.28
28.97,67.9,1006.19,65.81
13.35,41.44,1015.9,66.04
14.67,45.01,1014.28,67.91
27.38,70.04,1011.18,72.26
11.02,39.96,1025.64,93.58
14.2,43.02,1012.18,57.07
14.64,53.82,1016.33,60.59
20.76,62.52,1015.63,81.04
9.75,52.72,1026.03,78.53
7.64,43.79,1016.17,84.45
23.09,69.13,1010.93,90.07
18.21,45.0,1022.86,48.84
22.72,50.05,1007.0,88.24
28.88,63.76,1010.16,56.34
27.35,77.95,1017.43,73.36
23.64,60.95,1014.92,64.91
27.82,79.74,1008.37,69.46
11.15,41.26,1022.67,81.83
8.36,40.22,1011.6,89.18
23.5,50.78,1008.7,57.7
6.69,40.64,1020.54,92.83
17.89,40.12,1011.99,76.52
10.8,40.22,1011.25,84.57
20.65,48.41,1008.38,91.02
5.89,40.07,1018.99,63.13
27.43,56.85,1011.86,36.76
23.57,66.75,1018.06,80.19
12.9,43.41,1015.92,59.15
24.25,50.78,1008.82,60.55
12.82,48.14,1017.47,81.45
13.78,40.73,1017.55,94.28
14.66,47.83,1006.15,91.98
24.36,68.61,1010.27,63.78
12.91,40.73,1017.66,93.66
10.22,41.74,1022.65,83.58
19.8,52.9,1017.75,66.67
19.75,49.02,1009.38,92.89
27.86,65.18,1012.87,55.53
29.71,73.18,1012.35,63.06
21.07,67.07,1004.64,86.16
10.34,37.5,1010.35,95.56
23.62,49.21,1014.1,49.54
23.39,63.21,1011.91,84.57
14.65,39.28,1014.04,77.98
18.34,62.1,1020.52,78.6
30.04,68.08,1011.04,51.01
21.36,45.61,1013.43,83.64
10.5,40.8,1024.06,76.05
30.27,64.05,1011.93,65.72
15.1,41.35,1003.84,97.89
10.36,43.67,1011.95,78.15
13.12,44.21,1019.57,89.29
13.4,41.78,1010.2,64.57
29.08,67.79,1010.91,55.96
23.38,65.06,1014.12,59.36
18.77,49.21,1012.2,58.69
23.47,65.61,1014.57,69.83
8.82,34.69,1026.81,82.54
29.83,71.43,1011.93,55.8
14.13,43.7,1015.94,80.89
11.64,38.25,1013.33,85.79
12.56,43.41,1016.93,81.02
6.89,43.65,1019.87,72.77
10.75,45.0,1023.68,89.37
11.71,41.44,1015.37,79.95
26.07,69.23,1013.32,54.03
21.61,58.62,1017.61,76.07
22.12,47.93,1005.5,84.47
29.23,75.6,1017.72,52.26
10.15,41.46,1019.56,81.79
32.45,68.3,1015.26,44.12
21.67,62.39,1007.98,92.96
30.34,71.25,1000.94,67.29
28.61,68.12,1011.71,47.57
27.47,70.72,1009.97,74.62
24.75,52.84,1005.47,69.61
15.24,39.39,1013.01,74.24
13.1,40.55,1007.59,95.46
16.82,47.45,1010.19,88.48
17.89,44.6,1014.48,42.51
26.04,72.43,1006.82,84.88
23.88,69.94,1007.48,61.0
18.03,58.86,1015.99,89.03
11.49,39.22,1016.35,53.11
26.82,75.08,1005.93,60.81
10.27,42.34,1022.69,92.78
12.75,39.58,1010.8,77.31
17.14,41.66,1010.97,57.66
6.17,40.07,1013.7,58.99
15.92,39.16,1006.59,71.32
15.47,46.48,1007.69,91.07
25.97,57.32,1012.13,47.48
18.87,52.05,1012.02,53.46
22.43,63.76,1009.84,75.27
11.29,35.76,1019.32,58.91
25.12,77.95,1009.26,82.95
23.89,64.27,1013.37,75.22
12.27,41.17,1019.41,58.1
13.44,41.14,1026.41,77.26
13.52,39.3,1018.99,69.22
16.48,68.28,1004.27,99.89
28.32,77.95,1014.61,77.17
10.1,41.58,1021.26,94.06
17.2,58.49,1012.06,92.01
26.46,74.67,1016.65,84.44
24.78,66.49,1010.55,68.12
15.11,42.99,1007.53,85.75
14.43,38.91,1013.28,70.26
5.85,40.77,1022.44,84.77
25.59,65.46,1014.47,37.89
14.87,42.18,1015.23,74.41
17.28,39.99,1007.09,74.25
27.92,74.99,1005.47,75.13
9.87,41.82,1033.04,68.57
18.26,60.95,1016.94,78.91
20.19,66.86,1012.97,64.7
12.71,41.39,1019.3,74.2
23.45,69.05,1003.03,66.41
10.39,44.85,1014.22,78.42
30.99,68.51,1008.0,71.35
21.01,60.1,1010.93,78.6
29.55,66.25,1009.38,69.55
29.76,73.56,1008.07,84.85
27.55,63.13,1012.92,71.29
25.37,59.14,1017.27,78.07
19.73,56.65,1020.7,69.49
18.19,44.06,1017.24,78.73
18.62,61.27,1019.26,73.35
8.35,43.52,1022.78,97.34
16.88,38.58,1014.72,73.99
27.55,65.59,1011.6,63.99
26.6,61.41,1012.35,54.42
14.7,41.39,1018.84,68.19
28.85,68.12,1012.05,46.31
17.16,58.86,1016.4,86.39
26.04,68.08,1010.82,75.58
13.26,41.74,1021.89,63.32
14.14,43.34,1017.1,81.77
33.87,71.32,1007.91,39.48
23.66,61.86,1013.33,83.09
28.99,68.24,1008.75,66.57
30.58,70.04,1010.4,48.16
